DBN,Category,Total Enrollment
20K200,Attend school outside district of residence,65.0
20K200,English Language Learners,308.0
20K200,Poverty,994.0
20K686,English Language Learners,32.0
20K200,Reside in temporary housing,45.0
20K200,Students with Disabilities,137.0
20K201,All Students,1474.0
20K201,Attend school outside district of residence,87.0
20K201,English Language Learners,124.0
20K201,Poverty,1474.0
20K201,Reside in temporary housing,41.0
20K201,Students with Disabilities,184.0
20K204,All Students,1128.0
20K204,Attend school outside district of residence,24.0
20K204,English Language Learners,164.0
20K204,Poverty,839.0
20K204,Reside in temporary housing,15.0
20K205,All Students,1121.0
20K205,Attend school outside district of residence,78.0
20K205,English Language Learners,352.0
20K205,Poverty,1121.0
20K205,Reside in temporary housing,48.0
20K205,Students with Disabilities,184.0
20K220,All Students,1435.0
20K220,Attend school outside district of residence,623.0
20K220,English Language Learners,469.0
20K220,Poverty,1435.0
20K220,Reside in temporary housing,61.0
20K220,Students with Disabilities,207.0
27Q062,Reside in temporary housing,20.0
20K223,All Students,994.0
20K223,Attend school outside district of residence,453.0
20K223,English Language Learners,312.0
20K223,Poverty,994.0
20K223,Reside in temporary housing,23.0
20K223,Students with Disabilities,132.0
20K227,All Students,1276.0
20K227,Attend school outside district of residence,58.0
20K227,English Language Learners,332.0
20K227,Poverty,1276.0
20K227,Reside in temporary housing,64.0
20K227,Students with Disabilities,171.0
20K229,All Students,1161.0
20K229,Attend school outside district of residence,63.0
20K229,English Language Learners,113.0
20K229,Poverty,605.0
20K229,Reside in temporary housing,22.0
20K229,Students with Disabilities,166.0
20K247,All Students,800.0
20K247,Attend school outside district of residence,86.0
20K247,English Language Learners,205.0
20K247,Poverty,800.0
20K247,Students with Disabilities,137.0
20K259,All Students,1617.0
20K259,Attend school outside district of residence,152.0
20K259,English Language Learners,182.0
20K259,Poverty,1617.0
20K259,Reside in temporary housing,35.0
20K259,Students with Disabilities,183.0
20K264,All Students,486.0
20K264,Attend school outside district of residence,16.0
20K264,English Language Learners,65.0
20K264,Poverty,324.0
20K264,Students with Disabilities,98.0
20K310,All Students,451.0
20K310,Attend school outside district of residence,22.0
20K310,English Language Learners,225.0
20K310,Poverty,436.0
20K310,Reside in temporary housing,138.0
20K310,Students with Disabilities,48.0
20K503,All Students,1110.0
20K503,Attend school outside district of residence,94.0
20K503,English Language Learners,612.0
20K503,Poverty,1071.0
20K609,Reside in temporary housing,16.0
20K503,Reside in temporary housing,413.0
20K503,Students with Disabilities,227.0
20K506,All Students,812.0
20K506,Attend school outside district of residence,34.0
20K506,English Language Learners,222.0
20K506,Poverty,773.0
20K506,Students with Disabilities,125.0
20K609,All Students,202.0
20K609,Attend school outside district of residence,136.0
20K609,English Language Learners,25.0
20K609,Poverty,183.0
20K609,Students with Disabilities,29.0
20K682,All Students,350.0
20K682,Attend school outside district of residence,175.0
20K682,English Language Learners,23.0
20K682,Poverty,147.0
20K682,Students with Disabilities,82.0
20K686,All Students,521.0
20K686,Attend school outside district of residence,415.0
20K686,Poverty,111.0
20K686,Reside in temporary housing,
20K686,Students with Disabilities,29.0
20K748,All Students,575.0
20K748,Attend school outside district of residence,27.0
20K748,English Language Learners,104.0
20K748,Poverty,377.0
20K748,Reside in temporary housing,
20K748,Students with Disabilities,70.0
20K971,All Students,376.0
20K971,Attend school outside district of residence,16.0
20K971,English Language Learners,153.0
20K971,Poverty,352.0
20K971,Reside in temporary housing,20.0
20K971,Students with Disabilities,42.0
29Q295,Reside in temporary housing,32.0
21K090,All Students,573.0
21K090,Attend school outside district of residence,19.0
21K090,English Language Learners,101.0
21K090,Poverty,573.0
21K090,Reside in temporary housing,82.0
21K090,Students with Disabilities,108.0
21K095,All Students,900.0
21K095,Attend school outside district of residence,67.0
21K095,English Language Learners,135.0
21K095,Poverty,900.0
21K095,Reside in temporary housing,19.0
21K095,Students with Disabilities,162.0
21K096,All Students,641.0
21K096,Attend school outside district of residence,369.0
21K096,English Language Learners,188.0
21K096,Poverty,641.0
21K096,Reside in temporary housing,33.0
21K096,Students with Disabilities,155.0
21K097,All Students,779.0
21K097,Attend school outside district of residence,21.0
21K097,English Language Learners,215.0
21K097,Poverty,779.0
21K097,Reside in temporary housing,15.0
21K097,Students with Disabilities,128.0
21K100,Attend school outside district of residence,15.0
21K098,All Students,1493.0
21K098,Attend school outside district of residence,342.0
21K098,English Language Learners,22.0
21K098,Poverty,1493.0
21K098,Reside in temporary housing,9.0
21K098,Students with Disabilities,131.0
21K099,All Students,847.0
21K099,Attend school outside district of residence,58.0
21K099,English Language Learners,270.0
21K099,Poverty,847.0
21K099,Reside in temporary housing,20.0
21K099,Students with Disabilities,124.0
21K100,All Students,712.0
21K100,English Language Learners,98.0
21K100,Poverty,362.0
21K100,Reside in temporary housing,17.0
21K100,Students with Disabilities,105.0
21K101,All Students,886.0
21K101,Attend school outside district of residence,31.0
21K101,English Language Learners,157.0
21K101,Poverty,886.0
21K101,Reside in temporary housing,9.0
26Q188,Attend school outside district of residence,25.0
21K101,Students with Disabilities,163.0
21K121,All Students,338.0
21K121,Attend school outside district of residence,99.0
21K121,English Language Learners,65.0
21K121,Poverty,338.0
21K121,Reside in temporary housing,
21K121,Students with Disabilities,93.0
21K128,All Students,425.0
21K128,Attend school outside district of residence,51.0
21K128,English Language Learners,176.0
21K128,Poverty,361.0
21K128,Reside in temporary housing,
21K128,Students with Disabilities,68.0
21K153,All Students,505.0
21K153,Attend school outside district of residence,43.0
21K153,English Language Learners,133.0
21K153,Poverty,505.0
21K153,Reside in temporary housing,16.0
21K153,Students with Disabilities,84.0
21K177,All Students,917.0
21K177,Attend school outside district of residence,25.0
21K177,English Language Learners,304.0
21K177,Poverty,917.0
21K177,Reside in temporary housing,37.0
26Q188,English Language Learners,20.0
21K177,Students with Disabilities,170.0
21K188,All Students,470.0
21K188,Attend school outside district of residence,
21K188,English Language Learners,25.0
21K188,Poverty,470.0
21K188,Reside in temporary housing,45.0
21K188,Students with Disabilities,96.0
21K212,Attend school outside district of residence,16.0
21K199,All Students,465.0
21K199,Attend school outside district of residence,56.0
21K199,English Language Learners,144.0
21K199,Poverty,396.0
21K199,Reside in temporary housing,26.0
21K199,Students with Disabilities,93.0
21K209,All Students,672.0
21K209,Attend school outside district of residence,54.0
21K209,English Language Learners,111.0
21K209,Poverty,528.0
21K209,Reside in temporary housing,24.0
21K209,Students with Disabilities,181.0
21K212,All Students,640.0
21K212,English Language Learners,130.0
21K212,Poverty,556.0
21K212,Reside in temporary housing,52.0
21K212,Students with Disabilities,141.0
21K215,All Students,878.0
21K215,Attend school outside district of residence,35.0
21K215,English Language Learners,144.0
21K215,Poverty,575.0
21K215,Reside in temporary housing,14.0
21K215,Students with Disabilities,115.0
21K216,All Students,596.0
21K216,Attend school outside district of residence,16.0
21K216,English Language Learners,101.0
31R030,English Language Learners,47.0
21K216,Poverty,438.0
21K216,Reside in temporary housing,9.0
21K216,Students with Disabilities,82.0
21K225,All Students,977.0
21K225,Attend school outside district of residence,41.0
21K225,English Language Learners,420.0
21K225,Poverty,977.0
21K225,Reside in temporary housing,32.0
21K225,Students with Disabilities,207.0
21K226,All Students,954.0
21K226,Attend school outside district of residence,95.0
21K226,English Language Learners,211.0
21K226,Poverty,823.0
21K226,Reside in temporary housing,94.0
21K238,Reside in temporary housing,82.0
21K226,Students with Disabilities,169.0
21K228,All Students,1362.0
21K228,Attend school outside district of residence,309.0
21K228,English Language Learners,144.0
21K228,Poverty,1362.0
21K228,Reside in temporary housing,66.0
21K228,Students with Disabilities,233.0
21K238,All Students,499.0
21K238,Attend school outside district of residence,34.0
21K238,English Language Learners,151.0
22K014,English Language Learners,99.0
21K238,Poverty,499.0
21K238,Students with Disabilities,120.0
21K239,All Students,1340.0
21K239,Attend school outside district of residence,964.0
21K239,English Language Learners,10.0
21K239,Poverty,1340.0
21K239,Reside in temporary housing,7.0
21K239,Students with Disabilities,130.0
21K253,All Students,842.0
21K253,Attend school outside district of residence,13.0
21K253,English Language Learners,200.0
21K253,Poverty,842.0
21K253,Reside in temporary housing,61.0
21K253,Students with Disabilities,167.0
21K281,All Students,1160.0
21K281,Attend school outside district of residence,349.0
21K281,English Language Learners,188.0
21K281,Poverty,1160.0
21K281,Reside in temporary housing,25.0
21K281,Students with Disabilities,174.0
21K288,All Students,573.0
21K288,Attend school outside district of residence,7.0
21K288,English Language Learners,44.0
21K288,Poverty,573.0
21K288,Reside in temporary housing,88.0
21K288,Students with Disabilities,147.0
21K303,All Students,499.0
21K303,Attend school outside district of residence,41.0
21K303,English Language Learners,57.0
21K303,Poverty,499.0
21K303,Reside in temporary housing,18.0
21K303,Students with Disabilities,86.0
21K329,All Students,376.0
21K329,Attend school outside district of residence,
21K329,English Language Learners,11.0
21K329,Poverty,352.0
21K329,Reside in temporary housing,46.0
21K329,Students with Disabilities,88.0
21K468,All Students,243.0
22K197,English Language Learners,148.0
21K468,Attend school outside district of residence,96.0
21K468,English Language Learners,
21K468,Poverty,193.0
21K468,Reside in temporary housing,
21K468,Students with Disabilities,45.0
21K690,All Students,254.0
21K690,Attend school outside district of residence,155.0
21K690,English Language Learners,41.0
21K690,Poverty,218.0
21K690,Reside in temporary housing,6.0
21K690,Students with Disabilities,47.0
22K014,All Students,548.0
22K014,Attend school outside district of residence,43.0
22K014,Poverty,548.0
22K014,Reside in temporary housing,59.0
22K014,Students with Disabilities,148.0
22K052,All Students,799.0
22K052,Attend school outside district of residence,48.0
22K052,English Language Learners,144.0
22K052,Poverty,626.0
22K052,Reside in temporary housing,49.0
22K052,Students with Disabilities,116.0
22K078,All Students,638.0
22K078,Attend school outside district of residence,53.0
22K078,English Language Learners,30.0
22K078,Poverty,638.0
22K078,Reside in temporary housing,61.0
22K078,Students with Disabilities,163.0
22K109,All Students,649.0
22K109,Attend school outside district of residence,102.0
22K109,English Language Learners,39.0
22K109,Poverty,555.0
22K109,Reside in temporary housing,158.0
22K109,Students with Disabilities,169.0
22K119,All Students,369.0
22K119,Attend school outside district of residence,20.0
22K119,English Language Learners,25.0
22K119,Poverty,369.0
22K119,Reside in temporary housing,29.0
22K119,Students with Disabilities,63.0
22K134,All Students,549.0
22K134,Attend school outside district of residence,90.0
22K134,English Language Learners,124.0
22K134,Poverty,549.0
22K134,Reside in temporary housing,78.0
22K222,Reside in temporary housing,
22K134,Students with Disabilities,75.0
22K139,All Students,925.0
