DBN,Category,#Grade K,#Grade 1,#Grade 2,#Grade 3,#Grade 4,#Grade 5
17K398,Poverty,63,54,49,45,44,48
17K398,Reside in temporary housing,22,16,19,16,18,21
17K398,Students with Disabilities,11,16,15,18,20,12
17K399,All Students,76,70,83,79,93,80
17K399,Attend school outside district of residence,12,s,19,s,18,16
17K399,English Language Learners,8,10,8,7,s,s
17K399,Poverty,71,67,75,69,85,74
17K399,Reside in temporary housing,18,15,13,s,16,s
17K399,Students with Disabilities,7,s,11,s,s,s
17K484,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K484,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K484,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K484,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K484,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K531,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K531,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K531,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K531,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K531,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K532,All Students,79,67,72,67,56,No Data
17K532,Attend school outside district of residence,10,7,15,12,10,No Data
17K532,English Language Learners,s,6,7,7,s,No Data
17K532,Poverty,68,61,68,59,48,No Data
17K532,Reside in temporary housing,22,19,15,19,12,No Data
17K532,Students with Disabilities,14,17,19,11,11,No Data
17K533,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K533,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K533,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K533,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K770,Reside in temporary housing,s,s,s,s,s,s
17K543,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K543,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K543,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K543,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K543,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K543,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K590,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K590,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K590,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K590,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K590,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K705,All Students,70,64,58,44,30,23
17K705,Poverty,43,45,44,38,25,21
17K705,Reside in temporary housing,7,s,s,s,s,s
17K705,Students with Disabilities,10,18,19,14,14,10
17K722,All Students,No Data,No Data,No Data,No Data,No Data,No Data
17K722,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
17K722,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
17K722,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
17K722,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
17K722,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
17K770,All Students,62,57,52,27,45,25
17K770,Attend school outside district of residence,17,13,22,9,14,7
17K770,English Language Learners,No Data,s,s,No Data,No Data,s
18K233,Reside in temporary housing,15,6,s,s,6,s
17K770,Poverty,31,33,33,17,31,21
17K770,Students with Disabilities,s,7,8,7,11,s
18K066,All Students,67,80,82,83,87,88
18K066,Attend school outside district of residence,14,10,17,16,20,22
18K066,English Language Learners,s,s,s,No Data,s,No Data
18K066,Poverty,58,62,64,62,60,72
18K066,Reside in temporary housing,s,7,s,s,s,s
18K066,Students with Disabilities,8,15,s,s,10,6
18K068,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K068,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K068,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
18K068,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K068,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
18K068,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
25Q163,Reside in temporary housing,s,No Data,s,s,s,s
18K114,All Students,79,104,71,104,85,108
18K114,Attend school outside district of residence,s,11,10,10,s,14
18K114,English Language Learners,8,16,7,9,19,12
18K114,Poverty,79,104,71,104,85,108
18K114,Reside in temporary housing,13,23,7,16,14,11
18K114,Students with Disabilities,8,23,15,20,19,26
18K115,All Students,146,156,161,178,182,173
18K115,Attend school outside district of residence,s,s,12,15,17,13
18K115,English Language Learners,s,8,8,8,s,7
18K115,Poverty,146,156,161,178,182,173
18K115,Reside in temporary housing,7,15,13,12,12,11
18K115,Students with Disabilities,28,26,27,31,31,25
18K135,All Students,96,107,83,116,115,116
18K135,Attend school outside district of residence,15,37,16,28,32,37
18K135,English Language Learners,9,6,s,s,s,6
18K135,Poverty,86,95,75,104,97,104
18K135,Reside in temporary housing,8,10,10,9,13,12
18K135,Students with Disabilities,s,13,s,11,s,17
18K208,All Students,53,63,60,88,79,73
18K208,Attend school outside district of residence,7,7,8,15,18,11
18K208,English Language Learners,s,s,No Data,s,s,s
18K208,Poverty,45,52,54,78,63,56
18K208,Reside in temporary housing,s,s,s,7,s,s
18K208,Students with Disabilities,10,14,16,17,17,13
18K272,Attend school outside district of residence,s,s,s,7,s,s
18K211,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K211,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K211,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K211,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
18K211,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
18K219,All Students,75,90,71,99,75,76
18K219,Attend school outside district of residence,7,6,10,16,11,12
18K219,English Language Learners,10,12,s,s,s,s
18K219,Poverty,75,90,71,99,75,76
18K219,Reside in temporary housing,9,9,8,11,13,9
18K219,Students with Disabilities,9,11,19,28,25,22
18K272,English Language Learners,s,s,s,s,s,s
18K233,All Students,90,59,74,71,88,80
18K233,Attend school outside district of residence,14,13,17,16,17,17
18K233,English Language Learners,s,s,s,s,s,No Data
18K233,Poverty,83,53,69,56,74,61
18K233,Students with Disabilities,14,12,10,14,16,16
18K235,All Students,139,197,154,155,137,165
18K235,Attend school outside district of residence,44,77,61,60,61,62
18K235,English Language Learners,s,s,s,s,s,s
18K235,Poverty,107,145,120,123,101,119
18K235,Reside in temporary housing,s,11,6,12,s,s
18K235,Students with Disabilities,11,21,10,14,10,19
18K272,Poverty,64,84,72,69,52,59
18K244,All Students,67,77,101,104,110,116
18K244,Attend school outside district of residence,7,11,15,17,24,17
18K244,English Language Learners,s,s,s,No Data,s,s
18K244,Poverty,55,63,80,77,88,97
18K244,Reside in temporary housing,7,11,9,15,15,17
18K244,Students with Disabilities,11,19,22,22,27,29
18K268,All Students,70,53,53,57,87,73
18K268,Attend school outside district of residence,9,9,6,9,19,13
18K268,English Language Learners,s,s,s,s,s,6
18K268,Poverty,66,46,48,50,81,60
18K268,Reside in temporary housing,s,s,s,s,12,s
18K268,Students with Disabilities,7,s,7,s,16,13
18K272,All Students,69,88,79,86,59,66
18K272,Reside in temporary housing,20,18,21,13,8,12
18K272,Students with Disabilities,9,18,24,22,18,14
18K276,All Students,97,84,112,114,103,101
18K276,Attend school outside district of residence,11,s,11,s,12,10
18K276,English Language Learners,9,7,9,11,6,11
18K276,Poverty,76,71,96,93,74,78
18K276,Reside in temporary housing,s,s,9,8,s,s
18K276,Students with Disabilities,16,13,13,24,18,24
18K279,All Students,64,79,69,66,74,76
18K279,Attend school outside district of residence,No Data,8,8,6,6,11
18K279,English Language Learners,No Data,s,s,s,s,No Data
18K279,Poverty,56,69,61,55,60,60
18K279,Reside in temporary housing,6,8,8,s,s,s
18K279,Students with Disabilities,s,s,9,7,10,13
18K285,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K285,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K285,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
18K285,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K285,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
18K285,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
18K366,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K366,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K366,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
18K366,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K366,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
19K065,English Language Learners,43,25,39,30,28,11
18K366,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
18K581,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K581,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K581,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
18K581,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K581,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
18K581,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
18K588,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K588,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K588,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
18K588,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K588,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
18K588,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
18K598,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K598,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K598,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
18K598,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K598,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
18K598,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
18K763,All Students,No Data,No Data,No Data,No Data,No Data,No Data
18K763,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
18K763,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
18K763,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
18K763,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
18K763,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
19K007,All Students,155,154,153,136,183,152
19K007,Attend school outside district of residence,11,9,17,15,18,19
19K007,English Language Learners,28,35,32,28,30,27
19K007,Poverty,137,135,127,115,155,140
19K007,Reside in temporary housing,s,s,s,s,s,6
19K007,Students with Disabilities,18,21,19,22,41,31
19K013,All Students,87,78,83,89,79,67
19K013,Attend school outside district of residence,s,s,s,s,s,7
19K013,English Language Learners,10,10,10,10,12,8
19K013,Poverty,84,77,81,83,74,65
19K013,Reside in temporary housing,26,29,19,17,14,16
19K013,Students with Disabilities,s,s,19,18,15,15
19K065,All Students,103,87,127,102,120,121
19K065,Attend school outside district of residence,s,s,s,s,s,s
19K065,Poverty,103,87,127,102,120,121
19K065,Reside in temporary housing,35,17,44,33,21,21
19K065,Students with Disabilities,7,10,12,11,17,18
19K089,All Students,44,41,41,44,48,43
19K089,Attend school outside district of residence,s,s,6,s,6,s
19K089,English Language Learners,11,15,16,16,18,24
19K089,Poverty,42,38,40,41,45,41
19K089,Reside in temporary housing,s,s,6,s,6,s
19K089,Students with Disabilities,s,s,9,9,13,11
19K108,All Students,150,163,133,140,155,133
19K108,Attend school outside district of residence,6,s,s,8,9,12
19K108,English Language Learners,28,23,22,10,17,15
19K158,Poverty,90,88,70,94,75,84
19K108,Poverty,150,163,133,140,155,133
19K108,Reside in temporary housing,24,25,27,27,31,19
19K108,Students with Disabilities,22,30,27,33,45,35
19K149,All Students,89,125,127,97,119,101
19K149,Attend school outside district of residence,8,13,10,6,13,6
19K149,English Language Learners,s,11,18,s,12,10
19K149,Poverty,88,104,114,91,114,94
19K149,Reside in temporary housing,17,28,31,22,36,28
19K149,Students with Disabilities,9,12,12,16,20,23
19K158,All Students,100,95,77,104,86,92
19K158,Attend school outside district of residence,s,6,s,s,s,s
19K158,English Language Learners,s,8,12,8,6,s
19K422,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
19K158,Reside in temporary housing,12,20,11,17,10,19
19K158,Students with Disabilities,7,18,15,23,20,23
19K213,Attend school outside district of residence,s,s,s,s,s,8
19K159,All Students,144,127,135,170,138,127
19K159,Attend school outside district of residence,s,6,s,6,6,s
19K159,English Language Learners,26,32,38,19,20,18
19K159,Poverty,144,127,135,170,138,127
19K159,Reside in temporary housing,16,19,21,25,16,12
19K159,Students with Disabilities,s,s,21,31,20,17
19K171,All Students,No Data,No Data,No Data,No Data,No Data,No Data
19K171,Attend school outside district of residence,No Data,No Data,No Data,No Data,No Data,No Data
19K171,English Language Learners,No Data,No Data,No Data,No Data,No Data,No Data
19K171,Poverty,No Data,No Data,No Data,No Data,No Data,No Data
19K171,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,No Data
19K171,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,No Data
19K174,All Students,No Data,No Data,No Data,No Data,No Data,42
19K174,English Language Learners,No Data,No Data,No Data,No Data,No Data,s
19K174,Poverty,No Data,No Data,No Data,No Data,No Data,42
19K174,Reside in temporary housing,No Data,No Data,No Data,No Data,No Data,16
19K174,Students with Disabilities,No Data,No Data,No Data,No Data,No Data,14
19K190,All Students,20,25,32,30,23,29
19K190,Attend school outside district of residence,No Data,No Data,s,s,No Data,s
19K190,English Language Learners,s,s,s,No Data,s,No Data
19K190,Poverty,18,24,31,28,22,28
19K190,Reside in temporary housing,s,8,6,s,s,s
19K190,Students with Disabilities,s,s,s,s,s,s
19K202,All Students,72,87,77,84,59,79
19K202,Attend school outside district of residence,s,s,6,6,s,s
19K202,English Language Learners,6,7,s,14,s,12
19K202,Poverty,70,77,73,80,55,76
19K202,Reside in temporary housing,16,20,15,16,12,22
19K202,Students with Disabilities,11,17,19,28,15,20
19K213,All Students,46,46,60,56,57,63
19K213,Poverty,40,39,50,50,49,52
19K213,Reside in temporary housing,8,13,11,11,11,8
19K213,Students with Disabilities,s,s,9,12,11,19
19K214,All Students,149,140,135,160,130,145
19K214,Attend school outside district of residence,12,12,25,20,21,29
19K214,English Language Learners,30,23,20,21,19,19
19K214,Poverty,149,140,135,160,130,145
19K214,Reside in temporary housing,14,14,7,17,6,7
19K214,Students with Disabilities,12,13,22,36,29,25
